# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-12-16 17:14:06
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.0013488389710580573
0.338,0.04807692307692308,0.04124038434875094
0.338,0.09615384615384616,0.08378818452718492
0.338,0.14423076923076925,0.12626246909409108
0.338,0.19230769230769232,0.16859312345557603
0.338,0.2403846153846154,0.210535668750404
0.338,0.2884615384615385,0.2516510880587585
0.338,0.33653846153846156,0.2918049908036217
0.338,0.38461538461538464,0.331694533154476
0.338,0.4326923076923077,0.3717171843251239
0.338,0.4807692307692308,0.41026635562011055
0.338,0.5288461538461539,0.44668101794966375
0.338,0.576923076923077,0.48360501697424535
0.338,0.625,0.5197579797544467
0.338,0.6730769230769231,0.5525304257084032
0.338,0.7211538461538461,0.5862945855975455
0.338,0.7692307692307693,0.6181647598572232
0.338,0.8173076923076924,0.647081211647987
0.338,0.8653846153846154,0.6775491037463223
0.338,0.9134615384615385,0.7031555518728388
0.338,0.9615384615384616,0.7298382150821168
0.338,1.0096153846153846,0.7534595881693633
0.338,1.0576923076923077,0.7753347149936155
0.338,1.1057692307692308,0.796870088222479
0.338,1.153846153846154,0.8140616500095457
0.338,1.201923076923077,0.8327483559700308
0.338,1.25,0.8457100491055143
0.338,1.27,0.8520385501995609
0.338,1.29,0.8584802791029555
0.338,1.31,0.8635941763568734
0.338,1.33,0.8672045538076454
0.338,1.35,0.8706331666446819
0.338,1.37,0.8749902728802893
0.338,1.3900000000000001,0.8797531898241262
0.338,1.4100000000000001,0.8834340752988936
0.338,1.4300000000000002,0.8854934477299259
0.338,1.4500000000000002,0.8870145222489247
0.338,1.4700000000000002,0.8893023512917771
0.338,1.4900000000000002,0.8922363123776845
0.338,1.5100000000000002,0.8944380113294113
0.338,1.53,0.8950235282865345
0.338,1.55,0.8946904826358847
0.338,1.57,0.8948141674361679
0.338,1.59,0.8957451396631887
0.338,1.61,0.8964059690189605
0.338,1.6300000000000001,0.8956420145815523
0.338,1.6500000000000001,0.8936091316921981
0.338,1.6700000000000002,0.8915281168424132
0.338,1.6900000000000002,0.8902225767239931
0.338,1.7100000000000002,0.8891755092103418
0.338,1.7300000000000002,0.8871796565168881
0.338,1.7500000000000002,0.8837453701364336
0.338,1.7700000000000002,0.8796108733023508
0.338,1.79,0.8758658085942687
0.338,1.81,0.8727386545274121
0.338,1.83,0.8694117501965148
0.338,1.85,0.8649396158811807
0.338,1.87,0.8592555935831493
0.338,1.8900000000000001,0.8531789357427649
0.338,1.9100000000000001,0.8475227994558631
0.338,1.9300000000000002,0.8423035729163123
0.338,1.9500000000000002,0.8367795814938962
0.338,1.9700000000000002,0.8302200732828429
0.338,1.9900000000000002,0.8225900309950642
0.338,2.0100000000000002,0.8145288538265005
0.338,2.0300000000000002,0.8067117879852471
0.338,2.0500000000000003,0.7992682176312248
0.338,2.0700000000000003,0.7917190787642784
0.338,2.0900000000000003,0.783440858751492
0.338,2.1100000000000003,0.7741902693362049
0.338,2.1300000000000003,0.7642607905065104
0.338,2.1500000000000004,0.754197031441031
0.338,2.1700000000000004,0.7443654627808237
0.338,2.1900000000000004,0.7347043802101141
0.338,2.2100000000000004,0.7248237403134815
0.338,2.2300000000000004,0.714319674973443
0.338,2.2500000000000004,0.7030462716056122
0.338,2.2700000000000005,0.6911748735161269
0.338,2.2900000000000005,0.6790574418640268
0.338,2.3100000000000005,0.6669756777632316
0.338,2.33,0.654999466616974
0.338,2.3500000000000005,0.6429863097117785
0.338,2.37,0.6306823333604773
0.338,2.3900000000000006,0.6178849479381029
0.338,2.41,0.6045319723453563
0.338,2.4300000000000006,0.5907155796512124
0.338,2.45,0.5766074574075687
0.338,2.4700000000000006,0.562378671885454
0.338,2.49,0.5481259603084366
0.338,2.5100000000000007,0.5338467003118889
0.338,2.5300000000000002,0.5194709103352768
0.338,2.5500000000000007,0.5048956149947527
0.338,2.5700000000000003,0.49003142802591376
0.338,2.5900000000000007,0.47483389504804735
0.338,2.6100000000000003,0.45930505500924523
0.338,2.630000000000001,0.4434879796415906
0.338,2.6500000000000004,0.4274450887510478
0.338,2.670000000000001,0.4112368331716425
0.338,2.6900000000000004,0.3949062679977158
0.338,2.710000000000001,0.378482167775875
0.338,2.7300000000000004,0.361970317688544
0.338,2.7500000000000004,0.34536398544967073
0.338,2.7700000000000005,0.32864898195903897
0.338,2.7900000000000005,0.3118109456142193
0.338,2.8100000000000005,0.2948384059762294
0.338,2.8300000000000005,0.2777249439842939
0.338,2.8500000000000005,0.2604744255922239
0.338,2.8700000000000006,0.24308905690122953
0.338,2.8900000000000006,0.22558172465612106
0.338,2.9100000000000006,0.2079623270122992
0.338,2.9300000000000006,0.19024410310343812
0.338,2.9500000000000006,0.17243941847394648
0.338,2.9700000000000006,0.15455971417107503
0.338,2.9900000000000007,0.13661568651681133
0.338,3.0100000000000007,0.11861692420058406
0.338,3.0300000000000007,0.10057196371601902
0.338,3.0500000000000007,0.08248920831702204
0.338,3.0700000000000007,0.06437532079381633
0.338,3.0900000000000007,0.04623785006668662
0.338,3.1100000000000008,0.02808319172754246
0.338,3.130000000000001,0.00991811869477812
