# Calculation Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 15
# timestamp: 2025-09-12 16:48:37
# common_timestamp: 20250912_161239
# disorder_type: from_file
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: DC_IV
# duration: 2157.83158659935
# Vbias_points: 300
Bias Voltage (meV),Current (nA),SidebandN
0.003,0.002043182033403242,60
0.011,0.011472666550360309,42
0.019,0.011943095992683513,40
0.027,0.022128585914437754,40
0.029999999999999995,0.029685297232939185,40
0.033,0.04832098042351913,22
0.036,0.06669126493995653,22
0.039,0.08466773674995061,22
0.042,0.11635726248786774,22
0.045,0.16500084070813142,22
0.048,0.2225913541312102,22
0.051,0.2552852517953869,22
0.054,0.2797455364275754,22
0.056999999999999995,0.3169932277108264,22
0.06,0.3665790248056562,12
0.063,0.42926787020053475,12
0.066,0.5044235430551907,12
0.069,0.5951875282479565,12
0.072,0.6975338500445627,12
0.075,0.801167504710944,12
0.078,0.8800229528264011,12
0.081,0.9533328398430823,12
0.084,1.016122762568705,12
0.08700000000000001,1.072118607906428,12
0.09,1.1217760599642945,12
0.093,1.1698059504890528,12
0.096,1.218696041734226,12
0.09899999999999999,1.2680275752811083,12
0.102,1.3190175923275436,12
0.105,1.374145612322433,12
0.108,1.4335844424027382,12
0.111,1.4973649702460652,12
0.11399999999999999,1.5616283561083408,12
0.11699999999999999,1.629020235763828,12
0.12,1.69733241691501,9
0.123,1.7688813609679577,9
0.126,1.8435141472849736,9
0.129,1.9208686880448123,9
0.132,2.0007005392379935,9
0.13499999999999998,2.082871645821263,9
0.13799999999999998,2.167794759554131,9
0.141,2.256480605609587,9
0.144,2.3495609576378063,9
0.147,2.4449159774500737,9
0.15,2.5344096153285776,9
0.153,2.6112320691335937,9
0.156,2.6813349176852737,9
0.159,2.747569025217948,9
0.162,2.8114140434474266,9
0.165,2.873905800413722,9
0.168,2.9357222128604255,9
0.17099999999999999,2.997256016107606,9
0.174,3.0587913429856806,9
0.177,3.1204969115075203,9
0.18,3.1824349636213496,9
0.183,3.2445541444017265,9
0.186,3.306563967519565,9
0.189,3.3687020146813835,9
0.192,3.431318693668943,9
0.195,3.494209036777385,9
0.198,3.557215297383388,9
0.20099999999999998,3.619866364765376,9
0.204,3.6820325698111676,9
0.207,3.7441821787843805,9
0.21,3.8067729283740626,7
0.213,3.868354492177963,7
0.216,3.9293890091608517,7
0.219,3.9899876811443713,7
0.222,4.0503420665007726,7
0.22499999999999998,4.1104630521627685,7
0.22799999999999998,4.170000277844658,7
0.23099999999999998,4.22877699646179,7
0.23399999999999999,4.28675333657761,7
0.237,4.343957445508452,7
0.23999999999999996,4.400579385280984,7
0.24299999999999997,4.4569926486325375,7
0.24599999999999997,4.513637327042698,7
0.24899999999999997,4.571001971543781,7
0.252,4.629670344686018,7
0.255,4.689688718632769,7
0.258,4.750888764327664,7
0.261,4.813103621794903,7
0.264,4.876143308494959,7
0.267,4.939831580089004,7
0.27,5.004009326924572,7
0.273,5.068525011925962,7
0.276,5.133224261859122,7
0.27899999999999997,5.197940238599432,7
0.282,5.262476530081565,7
0.285,5.326625127856789,7
0.288,5.390176252284797,7
0.291,5.452929533695436,7
0.294,5.514697093627509,7
0.297,5.575305378372768,7
0.3,5.635500920495498,5
0.303,5.693182233039602,5
0.306,5.749428331160704,5
0.309,5.804331979234192,5
0.312,5.857957896522779,5
0.315,5.910361507102746,5
0.318,5.961533213229153,5
0.321,6.011490235789909,5
0.324,6.060303576066454,5
0.327,6.1081043568180595,5
0.33,6.155059726194389,5
0.333,6.201365837960852,5
0.336,6.247212636193,5
0.339,6.292721588170558,5
0.342,6.337945619493283,5
0.34500000000000003,6.38286623924066,5
0.34800000000000003,6.427429113778381,5
0.35100000000000003,6.471601950328263,5
0.35400000000000004,6.515417883534662,5
0.35700000000000004,6.55891610271969,5
0.36000000000000004,6.6021393299310365,5
0.37200000000000005,6.77293988982027,5
0.38400000000000006,6.943626237841878,5
0.3960000000000001,7.115082940524775,5
0.40800000000000003,7.287914857319548,5
0.42000000000000004,7.460118779065445,5
0.43200000000000005,7.628376497413583,5
0.44400000000000006,7.797746045737898,5
0.45600000000000007,7.967191986239494,5
0.46799999999999997,8.127336103260182,5
0.48,8.272632843047363,5
0.492,8.406518311920477,5
0.504,8.534145084678299,5
0.516,8.657238324063202,5
0.528,8.777066194380964,5
0.54,8.897340479116076,5
0.552,9.024388075579578,5
0.5640000000000001,9.157965602643356,5
0.5760000000000001,9.290582230621851,5
0.588,9.414048208848103,5
0.6,9.527147655285265,5
0.612,9.636357640456712,5
0.624,9.751422400176535,5
0.636,9.874052333879332,5
0.648,9.9975760687724,5
0.66,10.113694439682657,5
0.672,10.216781366118255,5
0.684,10.30459385192474,5
0.6960000000000001,10.384561027319785,5
0.7080000000000001,10.464895551948427,5
0.7200000000000001,10.555119883340014,5
0.732,10.657822843470113,5
0.744,10.765294799564712,5
0.756,10.863539398736604,5
0.768,10.942749229898356,5
0.78,11.014235567839325,5
0.7919999999999999,11.093266895606329,5
0.8039999999999999,11.185836618551733,5
0.816,11.285054601510328,5
0.828,11.37922340204919,5
0.84,11.464392690369385,5
0.852,11.53872523625471,5
0.864,11.607133277010563,5
0.876,11.670410465264064,5
0.888,11.714961500691535,5
0.8999999999999999,11.738297732212931,5
