# Summary of CPR analysis
# Calculation method: separate
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-09-19 14:30:50
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# B: 0.04
# calculation: CPR
# sweep_parameter: B
# sweep_min: 0.0
# sweep_max: 2.0
# sweep_points: 101
# outer_parallel: 4
B,Ic_max,Ic_min,phi0_max,phi0_min
0.0,18.308937588692945,-18.29697841326174,1.9300000000000002,4.330000000000001
0.02,18.309895400212515,-18.31488862155929,1.9500000000000002,4.350000000000001
0.04,18.29859283064013,-18.313492543020576,1.9500000000000002,4.330000000000001
0.06,18.29995422586202,-18.308796227719224,1.9500000000000002,4.330000000000001
0.08,18.299427716812012,-18.31304571178593,1.9500000000000002,4.330000000000001
0.1,18.30848850041832,-18.317221135565713,1.9500000000000002,4.330000000000001
0.12,18.305359299445158,-18.31879624144873,1.9500000000000002,4.350000000000001
0.14,18.316469537947228,-18.311635461064757,1.9500000000000002,4.350000000000001
0.16,18.31214028097368,-18.309337740098044,1.9500000000000002,4.350000000000001
0.18,18.310630694698528,-18.321183122057217,1.9300000000000002,4.350000000000001
0.2,18.316075742483964,-18.312770294353474,1.9500000000000002,4.370000000000001
0.22,18.307604893116917,-18.312898901161336,1.9500000000000002,4.370000000000001
0.24,18.31359520052879,-18.3074641925995,1.9500000000000002,4.370000000000001
0.26,18.306169072580545,-18.315189890228115,1.9300000000000002,4.350000000000001
0.28,18.299668494559395,-18.309904526876938,1.9100000000000001,4.370000000000001
0.3,18.299173642754223,-18.309529902559042,1.9300000000000002,4.370000000000001
0.32,18.310198158477235,-18.318956712192026,1.9100000000000001,4.370000000000001
0.34,18.389822335720776,-18.394005816706894,1.79,4.490000000000001
0.36,18.511812741910724,-18.513023140434093,1.85,4.450000000000001
0.38,18.57462985942826,-18.57256443447523,1.87,4.410000000000001
0.4,18.592066409752487,-18.592202620343844,1.9100000000000001,4.370000000000001
0.42,18.585427121590783,-18.588206748878275,1.9100000000000001,4.370000000000001
0.44,18.566385202049474,-18.567599355276013,1.9300000000000002,4.370000000000001
0.46,18.53252955884219,-18.53078062599803,1.9300000000000002,4.350000000000001
0.48,18.49311766195977,-18.494274113910734,1.9300000000000002,4.350000000000001
0.5,18.44318474194156,-18.44460117415435,1.9300000000000002,4.370000000000001
0.52,18.390251429100125,-18.391015217624485,1.9300000000000002,4.370000000000001
0.54,18.332282917825324,-18.332959324776315,1.9300000000000002,4.350000000000001
0.56,18.270400217560425,-18.271465096691784,1.9300000000000002,4.350000000000001
0.58,18.20435791070704,-18.20427065103513,1.9300000000000002,4.350000000000001
0.6,18.129424354490336,-18.129558646402,1.9300000000000002,4.350000000000001
0.62,18.054986414709294,-18.054945228801596,1.9300000000000002,4.350000000000001
0.64,17.972654574181707,-17.973079356290796,1.9300000000000002,4.350000000000001
0.66,17.887136867992872,-17.887172764232165,1.9300000000000002,4.350000000000001
0.68,17.798610977197473,-17.798447533697292,1.9300000000000002,4.350000000000001
0.7000000000000001,17.706120113668664,-17.70592711996074,1.9300000000000002,4.350000000000001
0.72,17.609827467790108,-17.609661743950603,1.9300000000000002,4.350000000000001
0.74,17.510376046253022,-17.510251378595548,1.9300000000000002,4.350000000000001
0.76,17.40817460371405,-17.40798930147947,1.9300000000000002,4.350000000000001
0.78,17.302179020535934,-17.301873577120354,1.9300000000000002,4.350000000000001
0.8,17.19318348222605,-17.192901544173974,1.9300000000000002,4.350000000000001
0.8200000000000001,17.082351433606135,-17.082029089093623,1.9300000000000002,4.350000000000001
0.84,16.969014537383927,-16.968276408829826,1.9500000000000002,4.350000000000001
0.86,16.85457185071251,-16.85329927857011,1.9500000000000002,4.330000000000001
0.88,16.739008641732962,-16.737821664632666,1.9500000000000002,4.330000000000001
0.9,16.622646270983665,-16.621587586082672,1.9500000000000002,4.330000000000001
0.92,16.50660980612097,-16.50574301022632,1.9500000000000002,4.330000000000001
0.9400000000000001,16.394621706641804,-16.393120824551335,1.9700000000000002,4.3100000000000005
0.96,16.2873056836798,-16.28559728205213,1.9900000000000002,4.3100000000000005
0.98,16.19295514785237,-16.190903728200443,2.0100000000000002,4.270000000000001
1.0,16.133688445628334,-16.13150618641589,2.0500000000000003,4.230000000000001
1.02,16.128628585800378,-16.126682577761205,2.0900000000000003,4.190000000000001
1.04,16.13860023630409,-16.136488006630348,2.1300000000000003,4.150000000000001
1.06,16.158820604671252,-16.156422113695392,2.1700000000000004,4.110000000000001
1.08,16.186453198378707,-16.1838860662018,2.2100000000000004,4.090000000000002
1.1,16.220386771589858,-16.217882665423147,2.2300000000000004,4.050000000000001
1.12,16.25729473163686,-16.25462558031906,2.2700000000000005,4.030000000000001
1.1400000000000001,16.2947917074634,-16.291933066682873,2.2900000000000005,3.990000000000001
1.16,16.329270698228886,-16.325912904670727,2.3100000000000005,3.970000000000001
1.18,16.35189616246655,-16.349504747730858,2.3100000000000005,3.970000000000001
1.2,16.363538281128253,-16.361771653997867,2.3100000000000005,3.970000000000001
1.22,16.36484337067262,-16.359645180240697,2.33,3.970000000000001
1.24,16.351790217056486,-16.346012334411665,2.3100000000000005,3.970000000000001
1.26,16.331141702521606,-16.327894529759156,2.33,3.950000000000001
1.28,16.30458648102041,-16.298532204741772,2.33,3.950000000000001
1.3,16.2750913651495,-16.271163432092997,2.3500000000000005,3.910000000000001
