# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-10-23 21:29:10
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: SPECTRA
# sweep_parameter: v_tau
# sweep_values: [0.882]
# outer_parallel: 4
v_tau,Magnetic Field,Energy (meV),DOS
0.882,0.0,-0.75,0.009016950703361884
0.882,0.0,-0.7485,0.009627234911659725
0.882,0.0,-0.747,0.01025475812351389
0.882,0.0,-0.7455,0.010894004588322057
0.882,0.0,-0.744,0.011539251618949121
0.882,0.0,-0.7425,0.012184935637033555
0.882,0.0,-0.741,0.012826059245803323
0.882,0.0,-0.7395,0.013458569158934112
0.882,0.0,-0.738,0.01407967610926337
0.882,0.0,-0.7365,0.014688103841178034
0.882,0.0,-0.735,0.01528421127215257
0.882,0.0,-0.7335,0.015870039665759856
0.882,0.0,-0.732,0.016449333595805204
0.882,0.0,-0.7305,0.01702755817963411
0.882,0.0,-0.729,0.017612083872478843
0.882,0.0,-0.7275,0.01821273910097919
0.882,0.0,-0.726,0.01884313182668153
0.882,0.0,-0.7245,0.019523682202851583
0.882,0.0,-0.723,0.020288407054277483
0.882,0.0,-0.7215,0.02120116940849321
0.882,0.0,-0.72,0.02239787348079697
0.882,0.0,-0.7185,0.02421027625153498
0.882,0.0,-0.717,0.02758623263746723
0.882,0.0,-0.7155,0.0356019927730333
0.882,0.0,-0.714,0.05316244781554289
0.882,0.0,-0.7125,0.04981810016145271
0.882,0.0,-0.711,0.03512873597069231
0.882,0.0,-0.7095,0.02930620872223327
0.882,0.0,-0.708,0.026978359009034395
0.882,0.0,-0.7065,0.025839637149322945
0.882,0.0,-0.705,0.02514733969606734
0.882,0.0,-0.7035,0.02463569768034953
0.882,0.0,-0.702,0.024211223810562114
0.882,0.0,-0.7005,0.023860299374416895
0.882,0.0,-0.699,0.023619792425188666
0.882,0.0,-0.6975,0.023572622360413225
0.882,0.0,-0.696,0.0238611083314653
0.882,0.0,-0.6945,0.02472675464319031
0.882,0.0,-0.693,0.026607341140586504
0.882,0.0,-0.6915,0.030384113362982645
0.882,0.0,-0.69,0.03809191574449949
0.882,0.0,-0.6885,0.05537863147752512
0.882,0.0,-0.687,0.10272886021493016
0.882,0.0,-0.6855,0.2895778260278911
0.882,0.0,-0.6839999999999999,0.8240622452530804
0.882,0.0,-0.6825,0.2617600430387309
0.882,0.0,-0.681,0.09333055884748906
0.882,0.0,-0.6795,0.04849333694999585
0.882,0.0,-0.6779999999999999,0.030998768868869837
0.882,0.0,-0.6765,0.022383084639599767
0.882,0.0,-0.675,0.017459400022151773
0.882,0.0,-0.6735,0.014343298100125409
0.882,0.0,-0.672,0.012220936942127811
0.882,0.0,-0.6705,0.010694605825096001
0.882,0.0,-0.669,0.009551003689535856
0.882,0.0,-0.6675,0.008667123457491108
0.882,0.0,-0.666,0.007967757937597934
