# Summary of CPR analysis
# Calculation method: separate
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.934
# max_sidebands: 5
# timestamp: 2025-12-11 17:07:07
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# B: 0.04
# calculation: CPR
# sweep_parameter: B
# sweep_min: 0.0
# sweep_max: 2.0
# sweep_points: 101
# outer_parallel: 4
B,Ic_max,Ic_min,phi0_max,phi0_min
0.0,27.30429574895964,-27.304288484241834,2.2900000000000005,4.030000000000001
0.02,27.311918968425744,-27.29090209972117,2.2500000000000004,4.010000000000002
0.04,27.303142785068545,-27.289941919601493,2.2700000000000005,4.010000000000002
0.06,27.29469358346072,-27.298353132497304,2.2500000000000004,4.010000000000002
0.08,27.29386593236082,-27.292762236811672,2.2900000000000005,4.030000000000001
0.1,27.293044856627017,-27.272756153556717,2.2700000000000005,4.030000000000001
0.12,27.273604381248205,-27.27510784840021,2.2700000000000005,4.030000000000001
0.14,27.27068121872008,-27.270382275235107,2.2900000000000005,4.030000000000001
0.16,27.259311513650115,-27.250064197609102,2.2700000000000005,4.030000000000001
0.18,27.25662980420324,-27.234664484813134,2.2500000000000004,4.010000000000002
0.2,27.241472240386813,-27.216871490440624,2.2500000000000004,3.990000000000001
0.22,27.213734303973414,-27.20717517503501,2.2500000000000004,4.010000000000002
0.24,27.208118573280657,-27.1919627038307,2.2500000000000004,4.010000000000002
0.26,27.17571629287751,-27.168744544301262,2.2300000000000004,4.030000000000001
0.28,27.16457092228742,-27.143851720202328,2.2500000000000004,4.010000000000002
0.3,27.143458813072307,-27.125018005228473,2.2500000000000004,4.010000000000002
0.32,27.110182844118686,-27.089253844810592,2.2700000000000005,4.030000000000001
0.34,27.090565166755233,-27.06333578356491,2.2700000000000005,4.030000000000001
0.36,27.056347840218923,-27.037310169008453,2.2700000000000005,4.030000000000001
0.38,27.014624267893414,-27.005655044462767,2.2700000000000005,4.030000000000001
0.4,26.980448256649826,-26.96189875083409,2.2700000000000005,4.030000000000001
0.42,26.94915925075222,-26.920810209325563,2.2700000000000005,4.030000000000001
0.44,26.89674032587423,-26.88314384543175,2.2900000000000005,4.030000000000001
0.46,26.855725410151265,-26.84778587441638,2.2500000000000004,4.010000000000002
0.48,26.819409751848372,-26.78930481847513,2.2700000000000005,4.030000000000001
0.5,26.754444386183906,-26.74078262214909,2.2500000000000004,4.010000000000002
0.52,26.71045539318266,-26.684895322132068,2.2700000000000005,4.010000000000002
