# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-10-23 21:26:01
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: SPECTRA
# sweep_parameter: v_tau
# sweep_values: [0.882]
# outer_parallel: 4
v_tau,Magnetic Field,Energy (meV),DOS
0.882,0.0,-0.75,0.029911142178181263
0.882,0.0,-0.7485,0.029930217090305
0.882,0.0,-0.747,0.02994936205558628
0.882,0.0,-0.7455,0.02996856390531289
0.882,0.0,-0.744,0.029987834834937877
0.882,0.0,-0.7425,0.03000717218040969
0.882,0.0,-0.741,0.030026575557977404
0.882,0.0,-0.7395,0.0300460463831371
0.882,0.0,-0.738,0.03006558780005977
0.882,0.0,-0.7365,0.030085200022234523
0.882,0.0,-0.735,0.030104877877185073
0.882,0.0,-0.7335,0.030124630243105514
0.882,0.0,-0.732,0.0301444553714191
0.882,0.0,-0.7305,0.030164353375845967
0.882,0.0,-0.729,0.03018432930251498
0.882,0.0,-0.7275,0.030204380165466622
0.882,0.0,-0.726,0.030224505666945168
0.882,0.0,-0.7245,0.030244714072872894
0.882,0.0,-0.723,0.03026499847281601
0.882,0.0,-0.7215,0.030285366037136684
0.882,0.0,-0.72,0.030305816733684418
0.882,0.0,-0.7185,0.030326346268075732
0.882,0.0,-0.717,0.03034696058611648
0.882,0.0,-0.7155,0.030367662217121297
0.882,0.0,-0.714,0.030388449251595007
0.882,0.0,-0.7125,0.03040932359740727
0.882,0.0,-0.711,0.030430289530835784
0.882,0.0,-0.7095,0.03045134316073806
0.882,0.0,-0.708,0.030472489123134893
0.882,0.0,-0.7065,0.030493728426656038
0.882,0.0,-0.705,0.03051506055356052
0.882,0.0,-0.7035,0.03053648966511811
0.882,0.0,-0.702,0.03055801668086062
0.882,0.0,-0.7005,0.03057963945245283
0.882,0.0,-0.699,0.03060136444216479
0.882,0.0,-0.6975,0.03062318677915865
0.882,0.0,-0.696,0.030645113371012795
0.882,0.0,-0.6945,0.030667144683618624
0.882,0.0,-0.693,0.03068928131137513
0.882,0.0,-0.6915,0.030711519464345312
0.882,0.0,-0.69,0.030733871399807815
0.882,0.0,-0.6885,0.030756333100544833
0.882,0.0,-0.687,0.03077890716459493
0.882,0.0,-0.6855,0.030801592655827298
0.882,0.0,-0.6839999999999999,0.03082438860554953
0.882,0.0,-0.6825,0.03084730395396901
0.882,0.0,-0.681,0.03087033598135677
0.882,0.0,-0.6795,0.030893488309523726
0.882,0.0,-0.6779999999999999,0.03091676524906365
0.882,0.0,-0.6765,0.030940160944821313
0.882,0.0,-0.675,0.03096367894057422
0.882,0.0,-0.6735,0.030987328511245613
0.882,0.0,-0.672,0.031011106439975258
0.882,0.0,-0.6705,0.031035005099279978
0.882,0.0,-0.669,0.031059044478818222
0.882,0.0,-0.6675,0.031083213916605863
0.882,0.0,-0.666,0.03110751703706984
0.882,0.0,-0.6645,0.03113196086893248
0.882,0.0,-0.663,0.03115653899660231
0.882,0.0,-0.6615,0.031181262656173495
0.882,0.0,-0.66,0.031206127121602104
0.882,0.0,-0.6585,0.031231141053946095
0.882,0.0,-0.657,0.031256299293212816
0.882,0.0,-0.6555,0.03128160268152122
