# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.822
# max_sidebands: 5
# timestamp: 2025-12-12 17:59:39
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# B: 0.02
# calculation: CPR
# sweep_parameter: B
# sweep_values: [0.0, 0.02, 0.04, 0.06, 0.08, 0.1, 0.12, 0.14, 0.16, 0.18, 0.2, 0.22, 0.24, 0.26, 0.28, 0.3, 0.32, 0.34, 0.36, 0.38, 0.4, 0.42, 0.44, 0.46, 0.48, 0.5, 0.52, 0.54, 0.56, 0.58, 0.6, 0.62, 0.64, 0.66, 0.68, 0.7000000000000001, 0.72, 0.74, 0.76, 0.78, 0.8, 0.8200000000000001, 0.84, 0.86, 0.88, 0.9, 0.92, 0.9400000000000001, 0.96, 0.98, 1.0, 1.02, 1.04, 1.06, 1.08, 1.1, 1.12, 1.1400000000000001, 1.16, 1.18, 1.2, 1.22, 1.24, 1.26, 1.28, 1.3, 1.32, 1.34, 1.36, 1.3800000000000001, 1.4000000000000001, 1.42, 1.44, 1.46, 1.48, 1.5, 1.52, 1.54, 1.56, 1.58, 1.6, 1.62, 1.6400000000000001, 1.6600000000000001, 1.68, 1.7, 1.72, 1.74, 1.76, 1.78, 1.8, 1.82, 1.84, 1.86, 1.8800000000000001, 1.9000000000000001, 1.92, 1.94, 1.96, 1.98, 2.0]
# outer_parallel: 4
B,Phase (rad),Current (nA)
0.0,0.0,0.03587245199382925
0.0,0.04807692307692308,0.5867875969498019
0.0,0.09615384615384616,1.1324402116463754
0.0,0.14423076923076925,1.679357145437508
0.0,0.19230769230769232,2.221967452550444
0.0,0.2403846153846154,2.76133364556005
0.0,0.2884615384615385,3.3022434795298232
0.0,0.33653846153846156,3.828030072329929
0.0,0.38461538461538464,4.348839033707471
0.0,0.4326923076923077,4.865502340910687
0.0,0.4807692307692308,5.376476486753337
0.0,0.5288461538461539,5.886493559874922
0.0,0.576923076923077,6.37085588042652
0.0,0.625,6.866426659565546
0.0,0.6730769230769231,7.337339187897645
0.0,0.7211538461538461,7.799888856670366
0.0,0.7692307692307693,8.257325229516248
0.0,0.8173076923076924,8.709752645171458
0.0,0.8653846153846154,9.149570770887536
0.0,0.9134615384615385,9.560363362822667
0.0,0.9615384615384616,9.98506882752858
0.0,1.0096153846153846,10.370613045911668
0.0,1.0576923076923077,10.76987668237994
0.0,1.1057692307692308,11.139349556939731
0.0,1.153846153846154,11.48615810885562
0.0,1.201923076923077,11.822610493122673
0.0,1.25,12.145410122302986
0.0,1.27,12.288798745276397
0.0,1.29,12.412240073921845
0.0,1.31,12.523403847045039
0.0,1.33,12.65604057546273
0.0,1.35,12.773508264811094
0.0,1.37,12.872462693032109
0.0,1.3900000000000001,12.988795392781466
0.0,1.4100000000000001,13.104466061059034
0.0,1.4300000000000002,13.195131452760322
0.0,1.4500000000000002,13.287628436517954
0.0,1.4700000000000002,13.394764943166546
0.0,1.4900000000000002,13.48815180049461
0.0,1.5100000000000002,13.561846701639466
0.0,1.53,13.642751107301697
0.0,1.55,13.733635015250611
0.0,1.57,13.80915776705464
0.0,1.59,13.86637092625918
0.0,1.61,13.929446626959464
0.0,1.6300000000000001,14.002460987187153
0.0,1.6500000000000001,14.061868129212002
0.0,1.6700000000000002,14.10150883708347
0.0,1.6900000000000002,14.143380437830492
0.0,1.7100000000000002,14.196393625281692
0.0,1.7300000000000002,14.239075542149438
0.0,1.7500000000000002,14.259955118116634
0.0,1.7700000000000002,14.27953088843965
0.0,1.79,14.311409512434404
0.0,1.81,14.333998162660615
0.0,1.83,14.333113598640594
0.0,1.85,14.33169874976136
0.0,1.87,14.342827163415846
0.0,1.8900000000000001,14.339598236820917
0.0,1.9100000000000001,14.313225693372846
0.0,1.9300000000000002,14.29548623866422
0.0,1.9500000000000002,14.283856375289623
0.0,1.9700000000000002,14.244233516357896
0.0,1.9900000000000002,14.19856469002411
0.0,2.0100000000000002,14.168855348049362
0.0,2.0300000000000002,14.11426741380307
0.0,2.0500000000000003,14.046588667676202
0.0,2.0700000000000003,13.997588462259312
0.0,2.0900000000000003,13.919206532841661
0.0,2.1100000000000003,13.83678035937096
0.0,2.1300000000000003,13.7653369349685
0.0,2.1500000000000004,13.657587680402257
0.0,2.1700000000000004,13.57075108073979
0.0,2.1900000000000004,13.457249690217658
0.0,2.2100000000000004,13.344487155995733
0.0,2.2300000000000004,13.225457619808576
0.0,2.2500000000000004,13.091448653484047
0.0,2.2700000000000005,12.9598273945582
0.0,2.2900000000000005,12.811369334484853
0.0,2.3100000000000005,12.65965772655652
0.0,2.33,12.503498407174558
0.0,2.3500000000000005,12.325555939387465
0.0,2.37,12.162573456671897
0.0,2.3900000000000006,11.967324998833782
0.0,2.41,11.776708538510817
0.0,2.4300000000000006,11.585524770345781
0.0,2.45,11.368161765013381
0.0,2.4700000000000006,11.148409458863512
0.0,2.49,10.932205138085815
0.0,2.5100000000000007,10.702994295630461
0.0,2.5300000000000002,10.457626666932375
0.0,2.5500000000000007,10.203825084695945
0.0,2.5700000000000003,9.945907411596798
0.0,2.5900000000000007,9.682848278616918
0.0,2.6100000000000003,9.412499920782661
0.0,2.630000000000001,9.133824383386159
0.0,2.6500000000000004,8.84654268227612
0.0,2.670000000000001,8.5509585768402
0.0,2.6900000000000004,8.247618593596709
0.0,2.710000000000001,7.937792655856289
0.0,2.7300000000000004,7.623536820028771
0.0,2.7500000000000004,7.304989058825442
0.0,2.7700000000000005,6.977583845419741
0.0,2.7900000000000005,6.637151457996785
0.0,2.8100000000000005,6.292556515356704
0.0,2.8300000000000005,5.9505078460873655
0.0,2.8500000000000005,5.59431245243904
0.0,2.8700000000000006,5.233979690951363
0.0,2.8900000000000006,4.873841563334537
0.0,2.9100000000000006,4.500876698865674
0.0,2.9300000000000006,4.131678302894749
0.0,2.9500000000000006,3.7519672459261493
0.0,2.9700000000000006,3.371444124333631
0.0,2.9900000000000007,2.9892966544936845
0.0,3.0100000000000007,2.5995486443018168
0.0,3.0300000000000007,2.2097197428247757
0.0,3.0500000000000007,1.819048479699605
0.0,3.0700000000000007,1.4252922774846712
0.0,3.0900000000000007,1.0293982992835367
0.0,3.1100000000000008,0.6326108004993816
0.0,3.130000000000001,0.23544767896650914
0.0,3.150000000000001,-0.16184676104586998
0.0,3.170000000000001,-0.5590436507990375
0.0,3.1900000000000004,-0.9559106253709381
0.0,3.210000000000001,-1.3520031323986943
0.0,3.2300000000000004,-1.7461926744586806
0.0,3.250000000000001,-2.137287509041948
0.0,3.270000000000001,-2.526980068096411
0.0,3.290000000000001,-2.91713619347567
0.0,3.310000000000001,-3.3007460236767026
0.0,3.330000000000001,-3.6804602033811276
0.0,3.350000000000001,-4.0618814949178885
0.0,3.370000000000001,-4.430888039749391
0.0,3.3900000000000006,-4.805431053721988
0.0,3.4100000000000006,-5.164720324005587
0.0,3.4300000000000006,-5.528687993408877
0.0,3.4500000000000006,-5.882126271253206
0.0,3.4700000000000006,-6.226743305726988
0.0,3.4900000000000007,-6.574988987704525
0.0,3.5100000000000007,-6.913164483510838
0.0,3.5300000000000007,-7.238866409204693
0.0,3.5500000000000007,-7.560030204982539
0.0,3.5700000000000007,-7.878509091932866
