# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.338
# max_sidebands: 5
# timestamp: 2025-12-16 19:00:54
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.0016274265311686396
0.338,0.04807692307692308,0.057390529238661635
0.338,0.09615384615384616,0.11633954091992489
0.338,0.14423076923076925,0.17515470699863345
0.338,0.19230769230769232,0.2337778522952116
0.338,0.2403846153846154,0.292160914451064
0.338,0.2884615384615385,0.3502606849309058
0.338,0.33653846153846156,0.40802479556201565
0.338,0.38461538461538464,0.4653526657304384
0.338,0.4326923076923077,0.5220926317479703
0.338,0.4807692307692308,0.578110396039791
0.338,0.5288461538461539,0.6334358766851685
0.338,0.576923076923077,0.688271933737129
0.338,0.625,0.742637411856903
0.338,0.6730769230769231,0.7960490573698709
0.338,0.7211538461538461,0.8481261448753025
0.338,0.7692307692307693,0.8994216027476998
0.338,0.8173076923076924,0.9503803766051554
0.338,0.8653846153846154,0.9999236743762139
0.338,0.9134615384615385,1.0477723509631534
0.338,0.9615384615384616,1.0954232013543959
0.338,1.0096153846153846,1.1417672464502158
0.338,1.0576923076923077,1.1859437643284654
0.338,1.1057692307692308,1.2301532078255362
0.338,1.153846153846154,1.2722561078515826
0.338,1.201923076923077,1.3128017649644677
0.338,1.25,1.353052603362451
0.338,1.27,1.368680301076619
0.338,1.29,1.3839676548595226
0.338,1.31,1.3994577787870957
0.338,1.33,1.41519259475412
0.338,1.35,1.4305732448025783
0.338,1.37,1.445083303606243
0.338,1.3900000000000001,1.458952679106287
0.338,1.4100000000000001,1.4729196841184136
0.338,1.4300000000000002,1.4872944163997506
0.338,1.4500000000000002,1.5014534203912604
0.338,1.4700000000000002,1.5146435784901422
0.338,1.4900000000000002,1.5270706263264868
0.338,1.5100000000000002,1.5396488011361107
0.338,1.53,1.5527206525729709
0.338,1.55,1.5654373626887703
0.338,1.57,1.5770211826094485
0.338,1.59,1.5879603642863886
0.338,1.61,1.5993633501190392
0.338,1.6300000000000001,1.6111470234003151
0.338,1.6500000000000001,1.6221016243037383
0.338,1.6700000000000002,1.6318438677238767
0.338,1.6900000000000002,1.6415379898545763
0.338,1.7100000000000002,1.6519629607049724
0.338,1.7300000000000002,1.662093050320539
0.338,1.7500000000000002,1.6708337083587372
0.338,1.7700000000000002,1.6789873665535942
0.338,1.79,1.6879072398224726
0.338,1.81,1.6969798149680537
0.338,1.83,1.704660989144667
0.338,1.85,1.711400427600236
0.338,1.87,1.7188657050812415
0.338,1.8900000000000001,1.7267224110301513
0.338,1.9100000000000001,1.7331931800663445
0.338,1.9300000000000002,1.7385548581182926
0.338,1.9500000000000002,1.7446570539298785
0.338,1.9700000000000002,1.751199460817654
