# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.338
# max_sidebands: 5
# timestamp: 2025-12-17 14:27:52
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.001089567350106667
0.338,0.04807692307692308,0.03699866820013684
0.338,0.09615384615384616,0.075001434980827
0.338,0.14423076923076925,0.11283359596910571
0.338,0.19230769230769232,0.15041033447601018
0.338,0.2403846153846154,0.18764736477079083
0.338,0.2884615384615385,0.22446108382296695
0.338,0.33653846153846156,0.2607687640256387
0.338,0.38461538461538464,0.2964887033380259
0.338,0.4326923076923077,0.3315403913683894
0.338,0.4807692307692308,0.3658447411588257
0.338,0.5288461538461539,0.39932410632819976
0.338,0.576923076923077,0.4319025839665005
0.338,0.625,0.46350617755611095
0.338,0.6730769230769231,0.4940628548557745
0.338,0.7211538461538461,0.5235027781785048
0.338,0.7692307692307693,0.5517584618786793
0.338,0.8173076923076924,0.5787648649340581
0.338,0.8653846153846154,0.6044595791965948
0.338,0.9134615384615385,0.6287829878590164
0.338,0.9615384615384616,0.6516784072957704
0.338,1.0096153846153846,0.6730921711718607
0.338,1.0576923076923077,0.6929737358248844
0.338,1.1057692307692308,0.7112759599572372
0.338,1.153846153846154,0.7279550884793934
0.338,1.201923076923077,0.742970874665722
0.338,1.25,0.7562867368256414
0.338,1.27,0.7613175322448246
0.338,1.29,0.76604623246489
0.338,1.31,0.7704708229122127
0.338,1.33,0.7745893529831269
0.338,1.35,0.778399962388632
0.338,1.37,0.781901004384298
0.338,1.3900000000000001,0.78509085619737
0.338,1.4100000000000001,0.7879680732917324
0.338,1.4300000000000002,0.790531340303176
0.338,1.4500000000000002,0.7927794163550923
0.338,1.4700000000000002,0.794711216053256
0.338,1.4900000000000002,0.796325824723629
0.338,1.5100000000000002,0.7976223299425085
0.338,1.53,0.7986000420642175
0.338,1.55,0.799258374538068
0.338,1.57,0.7995968440770357
0.338,1.59,0.799615186140839
0.338,1.61,0.7993130982312124
0.338,1.6300000000000001,0.7986905587415498
0.338,1.6500000000000001,0.7977476012436042
0.338,1.6700000000000002,0.7964844123416723
0.338,1.6900000000000002,0.794901272816292
0.338,1.7100000000000002,0.7929986621202336
0.338,1.7300000000000002,0.7907771070293299
0.338,1.7500000000000002,0.7882373271339383
0.338,1.7700000000000002,0.7853801405025618
0.338,1.79,0.7822064779626222
0.338,1.81,0.778717447128851
0.338,1.83,0.7749142436143074
0.338,1.85,0.7707982244245557
0.338,1.87,0.7663708527010263
0.338,1.8900000000000001,0.7616337261838424
0.338,1.9100000000000001,0.7565885617871996
0.338,1.9300000000000002,0.7512372661401017
0.338,1.9500000000000002,0.7455817651258956
0.338,1.9700000000000002,0.7396241557363704
0.338,1.9900000000000002,0.733366728450482
0.338,2.0100000000000002,0.7268118115815545
0.338,2.0300000000000002,0.7199619013284906
0.338,2.0500000000000003,0.7128195715460233
0.338,2.0700000000000003,0.7053876171090528
0.338,2.0900000000000003,0.6976688177669002
0.338,2.1100000000000003,0.6896662282335337
0.338,2.1300000000000003,0.6813828979806362
0.338,2.1500000000000004,0.6728220306475661
0.338,2.1700000000000004,0.6639869973508468
0.338,2.1900000000000004,0.6548812399715206
0.338,2.2100000000000004,0.6455083154344715
0.338,2.2300000000000004,0.6358719114205436
0.338,2.2500000000000004,0.6259758324606021
0.338,2.2700000000000005,0.6158239299337035
0.338,2.2900000000000005,0.6054202998168703
0.338,2.3100000000000005,0.5947690266251109
0.338,2.33,0.5838743621053261
0.338,2.3500000000000005,0.5727406294637385
0.338,2.37,0.5613722566056409
0.338,2.3900000000000006,0.5497738169809349
0.338,2.41,0.5379499338715844
0.338,2.4300000000000006,0.5259053629308771
0.338,2.45,0.5136449328986057
0.338,2.4700000000000006,0.5011735939920626
0.338,2.49,0.4884963580874952
0.338,2.5100000000000007,0.47561835319643997
0.338,2.5300000000000002,0.46254477780982023
0.338,2.5500000000000007,0.44928093307341876
0.338,2.5700000000000003,0.4358321874975044
0.338,2.5900000000000007,0.42220399870143
