# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.338
# max_sidebands: 5
# timestamp: 2025-12-16 19:25:54
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.0005753493975038309
0.338,0.04807692307692308,0.07609097211757823
0.338,0.09615384615384616,0.15267840414062403
0.338,0.14423076923076925,0.22911148193354736
0.338,0.19230769230769232,0.30533639103223564
0.338,0.2403846153846154,0.3813559126727008
0.338,0.2884615384615385,0.45720785689076265
0.338,0.33653846153846156,0.5327910764370746
0.338,0.38461538461538464,0.6077242463781154
0.338,0.4326923076923077,0.681814753088628
0.338,0.4807692307692308,0.755700202960901
0.338,0.5288461538461539,0.8295125866618441
0.338,0.576923076923077,0.9018165013131387
0.338,0.625,0.9734284989110706
0.338,0.6730769230769231,1.045295985066799
0.338,0.7211538461538461,1.1147941415118348
0.338,0.7692307692307693,1.1847826759493212
0.338,0.8173076923076924,1.2528852816847296
0.338,0.8653846153846154,1.3205304841914225
0.338,0.9134615384615385,1.3867147436981815
0.338,0.9615384615384616,1.4524019989202752
0.338,1.0096153846153846,1.5157780128316944
0.338,1.0576923076923077,1.579837062974983
0.338,1.1057692307692308,1.640264562444204
0.338,1.153846153846154,1.7012929749621737
0.338,1.201923076923077,1.7607743972980732
0.338,1.25,1.817122914445197
0.338,1.27,1.8418664816422203
0.338,1.29,1.8650210468244095
0.338,1.31,1.886871009651847
0.338,1.33,1.910521471060258
0.338,1.35,1.933642652596614
0.338,1.37,1.9545182004669308
0.338,1.3900000000000001,1.9769040666189086
0.338,1.4100000000000001,1.9996574268295302
0.338,1.4300000000000002,2.0197326075801265
0.338,1.4500000000000002,2.041008674612262
0.338,1.4700000000000002,2.0631227223636177
0.338,1.4900000000000002,2.0823211281963494
0.338,1.5100000000000002,2.10274331771597
0.338,1.53,2.1240087760906485
0.338,1.55,2.1421882404872274
0.338,1.57,2.1620701791149814
0.338,1.59,2.182179864555113
0.338,1.61,2.1992924882775133
0.338,1.6300000000000001,2.218895400582164
0.338,1.6500000000000001,2.237385465733174
0.338,1.6700000000000002,2.25376697947481
0.338,1.6900000000000002,2.273069761963421
0.338,1.7100000000000002,2.289483424525163
0.338,1.7300000000000002,2.305888070385266
0.338,1.7500000000000002,2.324115364052556
0.338,1.7700000000000002,2.338555133487676
0.338,1.79,2.355631444588833
0.338,1.81,2.371409197381314
0.338,1.83,2.385368422891665
0.338,1.85,2.402268790322881
0.338,1.87,2.4151268983758762
0.338,1.8900000000000001,2.430259745335905
0.338,1.9100000000000001,2.4444957036358876
0.338,1.9300000000000002,2.4566749223272892
0.338,1.9500000000000002,2.471909566487204
0.338,1.9700000000000002,2.4827579454316266
0.338,1.9900000000000002,2.496684723557929
0.338,2.0100000000000002,2.5083353980190073
0.338,2.0300000000000002,2.5194927554485465
0.338,2.0500000000000003,2.5323801377039525
0.338,2.0700000000000003,2.5413178916395265
0.338,2.0900000000000003,2.554131087923917
0.338,2.1100000000000003,2.5624529684977326
0.338,2.1300000000000003,2.5735947070810483
0.338,2.1500000000000004,2.5825483409123353
0.338,2.1700000000000004,2.5912188449173765
0.338,2.1900000000000004,2.601052867770311
0.338,2.2100000000000004,2.6074406122142966
0.338,2.2300000000000004,2.61740333263882
0.338,2.2500000000000004,2.6223985342043012
0.338,2.2700000000000005,2.63152370467468
0.338,2.2900000000000005,2.6360576207678643
0.338,2.3100000000000005,2.6435058332955337
0.338,2.33,2.6481004847197456
0.338,2.3500000000000005,2.6534000029355136
0.338,2.37,2.6581994319063234
0.338,2.3900000000000006,2.661312018540864
0.338,2.41,2.6660888629031643
0.338,2.4300000000000006,2.66718882873683
0.338,2.45,2.671507635362552
0.338,2.4700000000000006,2.6708285378533323
0.338,2.49,2.674251074917968
0.338,2.5100000000000007,2.672037466100814
0.338,2.5300000000000002,2.6739975377226988
0.338,2.5500000000000007,2.670290470590659
0.338,2.5700000000000003,2.6704236912544554
0.338,2.5900000000000007,2.665143787181099
0.338,2.6100000000000003,2.6628984556715944
0.338,2.630000000000001,2.655793271767215
0.338,2.6500000000000004,2.6507265394297637
0.338,2.670000000000001,2.6413324300817815
0.338,2.6900000000000004,2.6327796256531415
0.338,2.710000000000001,2.6203171469330857
0.338,2.7300000000000004,2.6074926838675427
0.338,2.7500000000000004,2.5908454723424987
0.338,2.7700000000000005,2.5724398209701764
