# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-12-16 17:59:58
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.001322676643378308
0.338,0.04807692307692308,0.03976699905151517
0.338,0.09615384615384616,0.08076426188946169
0.338,0.14423076923076925,0.12157720575912491
0.338,0.19230769230769232,0.16211417013898755
0.338,0.2403846153846154,0.20228428025610254
0.338,0.2884615384615385,0.24199711883863656
0.338,0.33653846153846156,0.2811632005458666
0.338,0.38461538461538464,0.3196946877490467
0.338,0.4326923076923077,0.3575046105332616
0.338,0.4807692307692308,0.39450788989343044
0.338,0.5288461538461539,0.4306217509571022
0.338,0.576923076923077,0.46576550269246725
0.338,0.625,0.49986112715639663
0.338,0.6730769230769231,0.5328337965576246
0.338,0.7211538461538461,0.5646113124051046
0.338,0.7692307692307693,0.5951239371343852
0.338,0.8173076923076924,0.6243039030728142
0.338,0.8653846153846154,0.6520848264285299
0.338,0.9134615384615385,0.6783989690624993
0.338,0.9615384615384616,0.7031779103190535
0.338,1.0096153846153846,0.7263515683151086
0.338,1.0576923076923077,0.7478501823105105
0.338,1.1057692307692308,0.7676070837840783
0.338,1.153846153846154,0.7855692043840498
0.338,1.201923076923077,0.8016985992143185
0.338,1.25,0.815978403304055
0.338,1.27,0.8213743791536584
0.338,1.29,0.8264507802297275
0.338,1.31,0.8312087076409308
0.338,1.33,0.8356490657845874
0.338,1.35,0.83977042979707
0.338,1.37,0.843573246693172
0.338,1.3900000000000001,0.8470546938534947
0.338,1.4100000000000001,0.8502118645689486
0.338,1.4300000000000002,0.8530417809079821
0.338,1.4500000000000002,0.8555384673254781
0.338,1.4700000000000002,0.8576959582158495
0.338,1.4900000000000002,0.8595083871478788
0.338,1.5100000000000002,0.8609690982828001
0.338,1.53,0.862072254639882
0.338,1.55,0.862813066893397
0.338,1.57,0.8631870913117289
0.338,1.59,0.863193530883914
0.338,1.61,0.8628333131929306
0.338,1.6300000000000001,0.8621080095691731
0.338,1.6500000000000001,0.861023052211986
0.338,1.6700000000000002,0.85958611912473
0.338,1.6900000000000002,0.8578026914059392
0.338,1.7100000000000002,0.8556825963697811
0.338,1.7300000000000002,0.8532327604193053
0.338,1.7500000000000002,0.8504595889054802
0.338,1.7700000000000002,0.8473695313668413
0.338,1.79,0.8439632805327366
0.338,1.81,0.8402414569239318
0.338,1.83,0.8362013762747508
0.338,1.85,0.8318390585442316
0.338,1.87,0.8271467895198187
0.338,1.8900000000000001,0.8221196212943692
0.338,1.9100000000000001,0.8167487509567026
0.338,1.9300000000000002,0.8110302978303383
0.338,1.9500000000000002,0.8049600805042133
0.338,1.9700000000000002,0.7985379847303117
0.338,1.9900000000000002,0.7917647714649594
0.338,2.0100000000000002,0.7846458443132226
0.338,2.0300000000000002,0.777188615846246
0.338,2.0500000000000003,0.7694025351089262
0.338,2.0700000000000003,0.7612990797776202
0.338,2.0900000000000003,0.7528881380464802
0.338,2.1100000000000003,0.7441809961739566
0.338,2.1300000000000003,0.7351877889025256
0.338,2.1500000000000004,0.7259143654280312
0.338,2.1700000000000004,0.7163687419608618
0.338,2.1900000000000004,0.7065529274773474
0.338,2.2100000000000004,0.6964696135281004
0.338,2.2300000000000004,0.6861174728150802
0.338,2.2500000000000004,0.6754969249338182
0.338,2.2700000000000005,0.6646048719775415
0.338,2.2900000000000005,0.6534405976504888
0.338,2.3100000000000005,0.6420020734803119
0.338,2.33,0.6302911875181311
0.338,2.3500000000000005,0.6183081011063222
0.338,2.37,0.606056024390604
0.338,2.3900000000000006,0.5935399826853631
0.338,2.41,0.5807653523041965
0.338,2.4300000000000006,0.5677393492632526
0.338,2.45,0.5544702057288803
0.338,2.4700000000000006,0.5409655713240928
0.338,2.49,0.5272343788293675
0.338,2.5100000000000007,0.5132853458472942
0.338,2.5300000000000002,0.4991270928329865
0.338,2.5500000000000007,0.48476709000428
0.338,2.5700000000000003,0.4702132537567695
0.338,2.5900000000000007,0.4554725554820151
0.338,2.6100000000000003,0.44055137639372
0.338,2.630000000000001,0.4254555381442761
0.338,2.6500000000000004,0.41019116471256306
0.338,2.670000000000001,0.3947637557350548
0.338,2.6900000000000004,0.3791785964515537
0.338,2.710000000000001,0.3634407966789498
0.338,2.7300000000000004,0.34755620206611454
0.338,2.7500000000000004,0.33152944654328514
0.338,2.7700000000000005,0.3153668716720316
0.338,2.7900000000000005,0.2990739674748126
0.338,2.8100000000000005,0.28265654354916636
0.338,2.8300000000000005,0.26612086136391383
0.338,2.8500000000000005,0.24947419642014315
0.338,2.8700000000000006,0.23272194097406315
0.338,2.8900000000000006,0.2158711904521397
0.338,2.9100000000000006,0.19892926353117704
0.338,2.9300000000000006,0.18190276193603572
0.338,2.9500000000000006,0.16479879863335742
0.338,2.9700000000000006,0.14762484737927603
0.338,2.9900000000000007,0.13038797503339636
0.338,3.0100000000000007,0.11309537918783448
0.338,3.0300000000000007,0.0957544458983938
0.338,3.0500000000000007,0.07837251513979211
0.338,3.0700000000000007,0.06095700536810974
0.338,3.0900000000000007,0.04351516685701272
0.338,3.1100000000000008,0.026054427518621852
0.338,3.130000000000001,0.008582023133878975
0.338,3.150000000000001,-0.008894521370651968
0.338,3.170000000000001,-0.026367981683334187
0.338,3.1900000000000004,-0.04383093992854884
0.338,3.210000000000001,-0.06127603226825691
0.338,3.2300000000000004,-0.07869594437274097
0.338,3.250000000000001,-0.0960832814522435
0.338,3.270000000000001,-0.11343068500927365
0.338,3.290000000000001,-0.1307307824633856
0.338,3.310000000000001,-0.14797654926368298
0.338,3.330000000000001,-0.16516022164348448
0.338,3.350000000000001,-0.18227488379061352
0.338,3.370000000000001,-0.19931312945819735
0.338,3.3900000000000006,-0.21626822878684035
0.338,3.4100000000000006,-0.23313276546431805
0.338,3.4300000000000006,-0.24989990119391167
0.338,3.4500000000000006,-0.2665630208838826
0.338,3.4700000000000006,-0.2831152922823393
0.338,3.4900000000000007,-0.29955013092550253
0.338,3.5100000000000007,-0.31586196461467425
0.338,3.5300000000000007,-0.33204439151008325
0.338,3.5500000000000007,-0.3480909843459589
0.338,3.5700000000000007,-0.3639971639262125
0.338,3.5900000000000007,-0.3797571114143386
0.338,3.6100000000000008,-0.39536490839596716
0.338,3.630000000000001,-0.41081579881342783
0.338,3.650000000000001,-0.4261044059873076
0.338,3.670000000000001,-0.4412250921566516
0.338,3.690000000000001,-0.45617244870290424
0.338,3.710000000000001,-0.4709402478693047
0.338,3.730000000000001,-0.48552182449566583
0.338,3.750000000000001,-0.4999108926038106
0.338,3.770000000000001,-0.514099301526425
0.338,3.790000000000001,-0.5280797113778016
0.338,3.810000000000001,-0.541843123442175
0.338,3.830000000000001,-0.5553821486316908
0.338,3.850000000000001,-0.5686862529347361
0.338,3.870000000000001,-0.5817495105071978
0.338,3.890000000000001,-0.5945616449742395
