# Summary of CPR analysis
# Calculation method: separate
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-09-09 10:59:22
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# B: 0.08
# calculation: CPR
# sweep_parameter: B
# sweep_min: 0.0
# sweep_max: 2.0
# sweep_points: 101
# outer_parallel: 10
B,Ic_max,Ic_min,phi0_max,phi0_min
0.0,19.35593876722691,-19.368183908805594,2.0100000000000002,4.290000000000001
0.02,19.363852726603916,-19.348740564912664,1.9700000000000002,4.270000000000001
0.04,19.364995422324395,-19.361564010698434,1.9900000000000002,4.3100000000000005
0.06,19.36020845207274,-19.363482340611444,2.0100000000000002,4.290000000000001
0.08,19.361452577689754,-19.365398029296568,2.0100000000000002,4.3100000000000005
0.1,19.36910346363459,-19.365292626846422,1.9900000000000002,4.3100000000000005
0.12,19.36249369669817,-19.35385412022598,1.9900000000000002,4.3100000000000005
0.14,19.36814631474652,-19.35212101373275,1.9700000000000002,4.3100000000000005
0.16,19.359444686778208,-19.359466092132532,1.9700000000000002,4.290000000000001
0.18,19.362387602628253,-19.35835708703376,1.9900000000000002,4.3100000000000005
0.2,19.3563682607629,-19.350799644008724,1.9900000000000002,4.3100000000000005
0.22,19.352229813618898,-19.353499814127446,1.9700000000000002,4.290000000000001
0.24,19.35314612031159,-19.350553096500153,1.9700000000000002,4.3100000000000005
0.26,19.340243656835494,-19.344880691468912,1.9700000000000002,4.290000000000001
0.28,19.342729616274838,-19.327686784428987,1.9700000000000002,4.330000000000001
0.3,19.32628629306749,-19.332590398132098,1.9900000000000002,4.3100000000000005
0.32,19.313358188035945,-19.31961422652371,1.9900000000000002,4.290000000000001
0.34,19.309538585053517,-19.3103066189526,1.9700000000000002,4.330000000000001
0.36,19.30760148889216,-19.315744702419988,1.9500000000000002,4.330000000000001
0.38,19.412058427828967,-19.407584431842608,1.83,4.4300000000000015
0.4,19.52333463933229,-19.523021382381355,1.8900000000000001,4.390000000000001
0.42,19.583206581244855,-19.58011021008222,1.9300000000000002,4.370000000000001
0.44,19.602336293000548,-19.597791375475364,1.9500000000000002,4.350000000000001
0.46,19.5956297634403,-19.59034122285355,1.9500000000000002,4.330000000000001
0.48,19.570115173161238,-19.565347535806826,1.9700000000000002,4.3100000000000005
0.5,19.536000803177338,-19.534859146088934,1.9700000000000002,4.3100000000000005
0.52,19.498361022058745,-19.494445121033745,1.9700000000000002,4.3100000000000005
0.54,19.44460096691052,-19.442802557809625,1.9700000000000002,4.3100000000000005
0.56,19.390898087961464,-19.38652172251447,1.9700000000000002,4.3100000000000005
0.58,19.330984386364538,-19.327016974199545,1.9700000000000002,4.3100000000000005
0.6,19.26402300899068,-19.260387636597272,1.9700000000000002,4.3100000000000005
0.62,19.19115037947402,-19.187329466940085,1.9700000000000002,4.3100000000000005
0.64,19.113128289989877,-19.109249274068958,1.9900000000000002,4.290000000000001
0.66,19.03079359008547,-19.02841006060989,1.9700000000000002,4.3100000000000005
0.68,18.944603881926003,-18.941169112126598,1.9700000000000002,4.3100000000000005
0.7000000000000001,18.85314939548422,-18.850338317141937,1.9900000000000002,4.3100000000000005
0.72,18.757296835147503,-18.753507260933443,1.9900000000000002,4.290000000000001
0.74,18.65618515212569,-18.65284815259145,1.9900000000000002,4.3100000000000005
0.76,18.551673636134005,-18.548279398075064,1.9900000000000002,4.3100000000000005
0.78,18.44300822998664,-18.439140716069346,1.9900000000000002,4.290000000000001
0.8,18.330280708993435,-18.3265333628128,1.9900000000000002,4.290000000000001
0.8200000000000001,18.21378097507374,-18.210108646270196,1.9900000000000002,4.290000000000001
0.84,18.092625172692653,-18.088999593346465,1.9900000000000002,4.290000000000001
0.86,17.96745511221511,-17.96400948952899,1.9900000000000002,4.290000000000001
0.88,17.838894347568697,-17.83559882451742,1.9900000000000002,4.290000000000001
0.9,17.707221845296857,-17.70317573769366,2.0100000000000002,4.270000000000001
0.92,17.57273157139044,-17.56898822138778,2.0100000000000002,4.270000000000001
0.9400000000000001,17.43466950041672,-17.43132274073874,2.0100000000000002,4.270000000000001
0.96,17.295750082138017,-17.292037825104877,2.0300000000000002,4.250000000000001
0.98,17.15465274750842,-17.150903611209852,2.0500000000000003,4.230000000000001
1.0,17.01561833658729,-17.01179484688619,2.0900000000000003,4.190000000000001
1.02,16.935259017461185,-16.931287610872722,2.1500000000000004,4.150000000000001
1.04,16.902175052972332,-16.898269627531256,2.1900000000000004,4.110000000000001
1.06,16.892091887740396,-16.888356455538062,2.2100000000000004,4.070000000000001
1.08,16.897210554732208,-16.893244057429776,2.2500000000000004,4.030000000000001
1.1,16.912337227917945,-16.908217129588973,2.2900000000000005,4.010000000000002
1.12,16.935034362740325,-16.931028692265816,2.3100000000000005,3.970000000000001
1.1400000000000001,16.961587085483217,-16.957626023398603,2.33,3.950000000000001
1.16,16.985999853474972,-16.981690572592026,2.3500000000000005,3.930000000000001
1.18,17.002964638272935,-16.99826178952768,2.37,3.910000000000001
1.2,17.005614388085135,-17.00140326636452,2.37,3.910000000000001
1.22,16.990036961649274,-16.985683309715224,2.3500000000000005,3.930000000000001
1.24,16.965107219341522,-16.957789575260364,2.3500000000000005,3.930000000000001
1.26,16.921195004960108,-16.915021636372828,2.33,3.910000000000001
1.28,16.870171789964846,-16.86713211016754,2.33,3.950000000000001
1.3,16.811936899252263,-16.807108122389348,2.33,3.930000000000001
1.32,16.751527552259944,-16.743435214855882,2.3900000000000006,3.950000000000001
1.34,16.70955543171881,-16.70260406706798,2.4300000000000006,3.810000000000001
