# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.822
# max_sidebands: 5
# timestamp: 2025-12-16 18:11:35
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,-0.0010086007849930663
0.338,0.04807692307692308,0.06649870298412845
0.338,0.09615384615384616,0.13393771751633013
0.338,0.14423076923076925,0.20123486179711197
0.338,0.19230769230769232,0.2683136848193885
0.338,0.2403846153846154,0.33511862698978906
0.338,0.2884615384615385,0.40164003232911083
0.338,0.33653846153846156,0.46791797381126765
0.338,0.38461538461538464,0.533916336053651
0.338,0.4326923076923077,0.5993530005510144
0.338,0.4807692307692308,0.6639022010497264
0.338,0.5288461538461539,0.7278166380331003
0.338,0.576923076923077,0.7916511385547679
0.338,0.625,0.8547648302020029
0.338,0.6730769230769231,0.9162857259574063
0.338,0.7211538461538461,0.9776199958201185
0.338,0.7692307692307693,1.0385088203721766
0.338,0.8173076923076924,1.0971920169384681
0.338,0.8653846153846154,1.1562229919339722
0.338,0.9134615384615385,1.2134935655299537
0.338,0.9615384615384616,1.2696056280437424
0.338,1.0096153846153846,1.3253702365047408
0.338,1.0576923076923077,1.3787050994053762
0.338,1.1057692307692308,1.4323139526028426
0.338,1.153846153846154,1.4831285465578732
0.338,1.201923076923077,1.5339300497378414
0.338,1.25,1.5826104445510485
0.338,1.27,1.6031622603925642
0.338,1.29,1.6222685591608268
0.338,1.31,1.6409935946519418
0.338,1.33,1.6607441508682563
0.338,1.35,1.680423813940011
0.338,1.37,1.6984649724937035
0.338,1.3900000000000001,1.7161390132669823
0.338,1.4100000000000001,1.735027614149933
0.338,1.4300000000000002,1.753551553848218
0.338,1.4500000000000002,1.7702636676697903
0.338,1.4700000000000002,1.7871494149792055
0.338,1.4900000000000002,1.805267208162131
0.338,1.5100000000000002,1.822202324221616
0.338,1.53,1.8375671163369267
0.338,1.55,1.8540934062839203
0.338,1.57,1.871088380139558
0.338,1.59,1.8859405064674164
0.338,1.61,1.900626334015974
0.338,1.6300000000000001,1.916889893167084
0.338,1.6500000000000001,1.9316910891843087
0.338,1.6700000000000002,1.9449374969146676
0.338,1.6900000000000002,1.9598820653374356
0.338,1.7100000000000002,1.9745134512780487
0.338,1.7300000000000002,1.9867630194257329
0.338,1.7500000000000002,2.0002308730164633
0.338,1.7700000000000002,2.014357045999337
0.338,1.79,2.0258324820175853
0.338,1.81,2.0379137731094157
0.338,1.83,2.0513031261996804
0.338,1.85,2.061988831378878
0.338,1.87,2.0728379022705066
0.338,1.8900000000000001,2.085350859981654
0.338,1.9100000000000001,2.0951021932919947
0.338,1.9300000000000002,2.1048795353076657
0.338,1.9500000000000002,2.116428302892794
0.338,1.9700000000000002,2.1250514320063876
0.338,1.9900000000000002,2.133936901623373
0.338,2.0100000000000002,2.1444679156891846
0.338,2.0300000000000002,2.151813536376955
0.338,2.0500000000000003,2.160003645648683
0.338,2.0700000000000003,2.1693109341795735
0.338,2.0900000000000003,2.175269045002221
0.338,2.1100000000000003,2.182947391966955
0.338,2.1300000000000003,2.1906893094976896
0.338,2.1500000000000004,2.195395735624009
0.338,2.1700000000000004,2.2026340779166613
0.338,2.1900000000000004,2.208426122980614
0.338,2.2100000000000004,2.2122096719604065
0.338,2.2300000000000004,2.21874357797391
0.338,2.2500000000000004,2.2222191836228307
0.338,2.2700000000000005,2.2256725325035367
0.338,2.2900000000000005,2.230783093098782
0.338,2.3100000000000005,2.2320557148915197
0.338,2.33,2.2354876455881447
0.338,2.3500000000000005,2.238062354221701
0.338,2.37,2.2380085383928505
0.338,2.3900000000000006,2.2409053609385152
0.338,2.41,2.240318803240196
0.338,2.4300000000000006,2.2399708604803794
0.338,2.45,2.24069625424811
0.338,2.4700000000000006,2.237395979513465
0.338,2.49,2.2368063496734503
0.338,2.5100000000000007,2.2336499676682147
0.338,2.5300000000000002,2.229083964304435
0.338,2.5500000000000007,2.226487005967579
0.338,2.5700000000000003,2.2191972807064055
0.338,2.5900000000000007,2.213926312073664
0.338,2.6100000000000003,2.206461997999083
0.338,2.630000000000001,2.196430310598068
0.338,2.6500000000000004,2.1882057056603896
0.338,2.670000000000001,2.1747163164305827
0.338,2.6900000000000004,2.1622991275853534
0.338,2.710000000000001,2.1471372453865807
0.338,2.7300000000000004,2.1283292069708124
0.338,2.7500000000000004,2.110311598613497
0.338,2.7700000000000005,2.0857278652045816
0.338,2.7900000000000005,2.061041825066166
0.338,2.8100000000000005,2.031584981045353
0.338,2.8300000000000005,1.997018045833736
0.338,2.8500000000000005,1.9607973968398857
0.338,2.8700000000000006,1.9154774169625548
0.338,2.8900000000000006,1.8675419660062809
0.338,2.9100000000000006,1.811024066403311
0.338,2.9300000000000006,1.7464390946471249
0.338,2.9500000000000006,1.6752180185202934
0.338,2.9700000000000006,1.5904436561357014
0.338,2.9900000000000007,1.4970169383342842
0.338,3.0100000000000007,1.3872388139138934
0.338,3.0300000000000007,1.2602240200427306
0.338,3.0500000000000007,1.1122390167425733
0.338,3.0700000000000007,0.9329678639794011
0.338,3.0900000000000007,0.7193668566706983
0.338,3.1100000000000008,0.4615892850728119
0.338,3.130000000000001,0.1716461581305215
0.338,3.150000000000001,-0.12687834284682917
0.338,3.170000000000001,-0.41942663339434827
0.338,3.1900000000000004,-0.6840096835799795
0.338,3.210000000000001,-0.9039960745342869
0.338,3.2300000000000004,-1.088439531887205
0.338,3.250000000000001,-1.2411109217422471
0.338,3.270000000000001,-1.3704468969252543
0.338,3.290000000000001,-1.4835257484152535
0.338,3.310000000000001,-1.5786619745240216
0.338,3.330000000000001,-1.6651642783487832
0.338,3.350000000000001,-1.7383736251125192
0.338,3.370000000000001,-1.8035351744891341
0.338,3.3900000000000006,-1.8619869100539548
0.338,3.4100000000000006,-1.910537024722948
0.338,3.4300000000000006,-1.9566548581673677
0.338,3.4500000000000006,-1.994188139481144
0.338,3.4700000000000006,-2.0286731411898535
0.338,3.4900000000000007,-2.059516433798917
0.338,3.5100000000000007,-2.084157178082817
0.338,3.5300000000000007,-2.109359803460469
0.338,3.5500000000000007,-2.1281090713124082
0.338,3.5700000000000007,-2.1465985072193075
0.338,3.5900000000000007,-2.1628930780754922
0.338,3.6100000000000008,-2.174957843198875
0.338,3.630000000000001,-2.1889143823184942
0.338,3.650000000000001,-2.197677472676719
0.338,3.670000000000001,-2.2072458856452504
0.338,3.690000000000001,-2.215621278460606
0.338,3.710000000000001,-2.2205522651679006
0.338,3.730000000000001,-2.2280602806768255
0.338,3.750000000000001,-2.231216874643857
0.338,3.770000000000001,-2.235183958793045
0.338,3.790000000000001,-2.2391364357745145
0.338,3.810000000000001,-2.2394868804671213
0.338,3.830000000000001,-2.2427413584137916
0.338,3.850000000000001,-2.2427090851802234
0.338,3.870000000000001,-2.2424394078630194
0.338,3.890000000000001,-2.2435923430759246
0.338,3.910000000000001,-2.240765967840985
0.338,3.930000000000001,-2.240432484988694
0.338,3.950000000000001,-2.2386093942661893
0.338,3.970000000000001,-2.2347101654564803
0.338,3.990000000000001,-2.2336017599642517
0.338,4.010000000000002,-2.2289748682782418
0.338,4.030000000000001,-2.2249263405831705
0.338,4.050000000000001,-2.2220283659349263
0.338,4.070000000000001,-2.2155227498456678
0.338,4.090000000000002,-2.2113114666664937
0.338,4.110000000000001,-2.2062241510589145
0.338,4.130000000000001,-2.198682334937044
0.338,4.150000000000001,-2.1939028895896824
0.338,4.170000000000002,-2.1867583998823323
0.338,4.190000000000001,-2.1786050913301787
0.338,4.210000000000001,-2.172781525840267
0.338,4.230000000000001,-2.163939401005065
0.338,4.250000000000001,-2.1552226937232652
0.338,4.270000000000001,-2.148187975391696
0.338,4.290000000000001,-2.1379709323631113
0.338,4.3100000000000005,-2.1286062876754204
0.338,4.330000000000001,-2.120360722854958
0.338,4.350000000000001,-2.1090302494353614
0.338,4.370000000000001,-2.098810075570319
0.338,4.390000000000001,-2.0894403812421722
0.338,4.410000000000001,-2.0771254179592966
0.338,4.4300000000000015,-2.065859127989629
0.338,4.450000000000001,-2.0554988103773137
0.338,4.470000000000001,-2.042350610277815
0.338,4.490000000000001,-2.029858077281079
0.338,4.510000000000002,-2.018632678850283
0.338,4.530000000000001,-2.0048247224812967
0.338,4.550000000000001,-1.9910085330170053
0.338,4.570000000000001,-1.9788229764372696
0.338,4.590000000000002,-1.9646133797973304
0.338,4.610000000000001,-1.9494167379800125
0.338,4.630000000000001,-1.9360502925302705
0.338,4.650000000000001,-1.921678269394864
0.338,4.670000000000002,-1.905390652919869
0.338,4.690000000000001,-1.890424553664349
0.338,4.710000000000001,-1.8758447708789356
0.338,4.730000000000001,-1.859082477409254
0.338,4.750000000000002,-1.8422930508623745
0.338,4.770000000000001,-1.826906395502362
