# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.934
# max_sidebands: 5
# timestamp: 2025-12-16 19:07:12
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: CPR
# sweep_parameter: v_tau
# sweep_values: [0.338, 0.822, 0.882, 0.934, 1.0]
# outer_parallel: 4
v_tau,Phase (rad),Current (nA)
0.338,0.0,0.0002443503586375796
0.338,0.04807692307692308,0.0824987905160519
0.338,0.09615384615384616,0.164691327432585
0.338,0.14423076923076925,0.2467563572769376
0.338,0.19230769230769232,0.32862141533694195
0.338,0.2403846153846154,0.4102135943454604
0.338,0.2884615384615385,0.491468359793593
0.338,0.33653846153846156,0.5723552921452204
0.338,0.38461538461538464,0.6528785875150015
0.338,0.4326923076923077,0.7330237457512552
0.338,0.4807692307692308,0.8126509685485634
0.338,0.5288461538461539,0.8914758637978047
0.338,0.576923076923077,0.9692970836520798
0.338,0.625,1.0463090482471211
0.338,0.6730769230769231,1.1229488511679349
0.338,0.7211538461538461,1.1991503845864444
0.338,0.7692307692307693,1.2740153276305923
0.338,0.8173076923076924,1.3470353948323432
0.338,0.8653846153846154,1.4193227330691038
0.338,0.9134615384615385,1.4914601943359354
0.338,0.9615384615384616,1.5615371908209479
0.338,1.0096153846153846,1.6301555721442982
0.338,1.0576923076923077,1.6981347568378873
0.338,1.1057692307692308,1.7632297227167362
0.338,1.153846153846154,1.8291130976067735
0.338,1.201923076923077,1.8913992332119434
0.338,1.25,1.954221720579488
0.338,1.27,1.978743964254388
0.338,1.29,2.0029105750110316
0.338,1.31,2.0280620856504714
0.338,1.33,2.0530856510881192
0.338,1.35,2.076395535813424
0.338,1.37,2.0994623507117622
0.338,1.3900000000000001,2.1238686183794866
0.338,1.4100000000000001,2.1475402954366722
0.338,1.4300000000000002,2.169318026999003
0.338,1.4500000000000002,2.1920076364815286
0.338,1.4700000000000002,2.215560708266358
0.338,1.4900000000000002,2.23683839519795
0.338,1.5100000000000002,2.257826959372009
0.338,1.53,2.2806049070482506
0.338,1.55,2.301404003212014
0.338,1.57,2.321033544425268
0.338,1.59,2.3428685351508163
0.338,1.61,2.362827861408349
0.338,1.6300000000000001,2.3813951874108876
0.338,1.6500000000000001,2.402415388424136
0.338,1.6700000000000002,2.421069713724896
0.338,1.6900000000000002,2.438917635697437
0.338,1.7100000000000002,2.4591386092402194
0.338,1.7300000000000002,2.47605566683233
0.338,1.7500000000000002,2.493801180584932
0.338,1.7700000000000002,2.5126629863435124
0.338,1.79,2.5279432094084773
0.338,1.81,2.54609894664835
0.338,1.83,2.5623923778923254
0.338,1.85,2.577379283349922
0.338,1.87,2.595020716189357
0.338,1.8900000000000001,2.608481342869098
0.338,1.9100000000000001,2.624739261050618
0.338,1.9300000000000002,2.639257431500518
0.338,1.9500000000000002,2.6525598016802645
0.338,1.9700000000000002,2.6682883015286762
0.338,1.9900000000000002,2.679651802524142
0.338,2.0100000000000002,2.6947953456385907
0.338,2.0300000000000002,2.7061089650392636
0.338,2.0500000000000003,2.719077517192631
0.338,2.0700000000000003,2.7313462551933356
0.338,2.0900000000000003,2.741736746529758
0.338,2.1100000000000003,2.7546699809854336
0.338,2.1300000000000003,2.763192904227675
0.338,2.1500000000000004,2.7758400054909638
0.338,2.1700000000000004,2.7834414464460284
0.338,2.1900000000000004,2.794887530417016
0.338,2.2100000000000004,2.802246643491786
0.338,2.2300000000000004,2.811936296810599
0.338,2.2500000000000004,2.819370930439227
0.338,2.2700000000000005,2.8271170947954425
0.338,2.2900000000000005,2.834556495933241
0.338,2.3100000000000005,2.8404471209379474
0.338,2.33,2.847679568840516
0.338,2.3500000000000005,2.8518543597261306
0.338,2.37,2.858574588727876
0.338,2.3900000000000006,2.8612141155072046
0.338,2.41,2.867203049670485
0.338,2.4300000000000006,2.868407426944424
0.338,2.45,2.873370248127049
0.338,2.4700000000000006,2.8731190793997876
0.338,2.49,2.876870700980129
0.338,2.5100000000000007,2.875133689332762
0.338,2.5300000000000002,2.8774255559474526
0.338,2.5500000000000007,2.87405243254495
0.338,2.5700000000000003,2.8746432742824273
0.338,2.5900000000000007,2.8694861576519806
0.338,2.6100000000000003,2.8679691124880384
0.338,2.630000000000001,2.860724292326934
0.338,2.6500000000000004,2.8565955047672515
0.338,2.670000000000001,2.846824321887106
0.338,2.6900000000000004,2.839378810720528
0.338,2.710000000000001,2.8264864370935294
0.338,2.7300000000000004,2.814713839374807
0.338,2.7500000000000004,2.7977866055042306
0.338,2.7700000000000005,2.7802356028386823
0.338,2.7900000000000005,2.757813449050642
0.338,2.8100000000000005,2.732477473378022
0.338,2.8300000000000005,2.7023726690975387
0.338,2.8500000000000005,2.666417205833873
0.338,2.8700000000000006,2.6254228454152444
0.338,2.8900000000000006,2.574789578283866
0.338,2.9100000000000006,2.5181087857858384
0.338,2.9300000000000006,2.447390300657157
0.338,2.9500000000000006,2.368331184031567
0.338,2.9700000000000006,2.2699214338056204
0.338,2.9900000000000007,2.158764149435247
0.338,3.0100000000000007,2.0215165534302653
0.338,3.0300000000000007,1.863042954847603
0.338,3.0500000000000007,1.6670420249315532
0.338,3.0700000000000007,1.431418499797502
0.338,3.0900000000000007,1.1304582777599828
0.338,3.1100000000000008,0.7502502539178346
0.338,3.130000000000001,0.28482800152523075
0.338,3.150000000000001,-0.20756590642810843
0.338,3.170000000000001,-0.6812915535569197
0.338,3.1900000000000004,-1.0769784230827915
0.338,3.210000000000001,-1.3887944115820177
0.338,3.2300000000000004,-1.6334831376005945
0.338,3.250000000000001,-1.8351387269304589
0.338,3.270000000000001,-1.998595221407303
0.338,3.290000000000001,-2.1394868495668073
0.338,3.310000000000001,-2.2536993639703513
0.338,3.330000000000001,-2.354904018431907
0.338,3.350000000000001,-2.435726399982922
0.338,3.370000000000001,-2.508978569460586
0.338,3.3900000000000006,-2.5662776865049373
0.338,3.4100000000000006,-2.619271604030076
0.338,3.4300000000000006,-2.660203251954769
0.338,3.4500000000000006,-2.6984413558750338
0.338,3.4700000000000006,-2.7279483024140943
0.338,3.4900000000000007,-2.75530752153756
0.338,3.5100000000000007,-2.7768816399486957
0.338,3.5300000000000007,-2.7963156081319496
0.338,3.5500000000000007,-2.812294442296639
0.338,3.5700000000000007,-2.8257285953740223
0.338,3.5900000000000007,-2.837688561758611
0.338,3.6100000000000008,-2.846568570087325
0.338,3.630000000000001,-2.8554673255177425
0.338,3.650000000000001,-2.860885722190801
