# Calculation Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.934
# B: 2.0
# Vdis: 1.0
# max_sidebands: 15
# timestamp: 2025-12-31 01:22:48
# common_timestamp: 20251231_001733
# disorder_type: from_file
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: DC_IV
# duration: 3915.0499625205994
# Vbias_points: 300
Bias Voltage (meV),Current (nA),SidebandN
0.003,0.260557022877651,70
0.011,2.9191424883334656,42
0.019,2.9286589730687873,40
0.027,2.9089841753562604,40
0.029999999999999995,3.142974279972339,40
0.033,3.355192155243494,22
0.036,3.4882665121638765,22
0.039,3.5390552826729778,22
0.042,3.536354403260144,22
0.045,3.5569622390704687,22
0.048,3.5691188709035258,22
0.051,3.6169291636015197,22
0.054,3.6408194207419617,22
0.056999999999999995,3.6782374032136396,22
0.06,3.7144062787594865,12
0.063,3.6479345799347693,12
0.066,3.684935108057301,12
0.069,3.759190173268452,12
0.072,3.726765906572993,12
0.075,3.6494004817941534,12
0.078,3.6293776756453906,12
0.081,3.654044389484812,12
0.084,3.704425162098249,12
0.08700000000000001,3.7737249146376546,12
0.09,3.8609702008759346,12
0.093,3.856107128723627,12
0.096,3.8386493230892103,12
0.09899999999999999,3.825044926806288,12
0.102,3.8249667158398015,12
0.105,3.8118573030832104,12
0.108,3.8888183026323095,12
0.111,3.999111375263976,12
0.11399999999999999,4.12947674048957,12
0.11699999999999999,4.196440677294522,12
0.12,4.221289261183845,9
0.123,4.2485414552731955,9
0.126,4.347055966964275,9
0.129,4.438316143881835,9
0.132,4.45263549089176,9
0.13499999999999998,4.433444425072497,9
0.13799999999999998,4.4264769714426775,9
0.141,4.434380890974624,9
0.144,4.448532562567696,9
0.147,4.475433848433755,9
0.15,4.545840124467901,9
0.153,4.59565247058828,9
0.156,4.567288104486366,9
0.159,4.563983156225319,9
0.162,4.577686055074958,9
0.165,4.626802750108613,9
0.168,4.6474493545305515,9
0.17099999999999999,4.701515655111125,9
0.174,4.75791132589962,9
0.177,4.75112819144321,9
0.18,4.681254705800072,9
0.183,4.730259147741872,9
0.186,4.783995734555169,9
0.189,4.75329365000643,9
0.192,4.805330675189247,9
0.195,4.878011943034005,9
0.198,4.957296309968576,9
0.20099999999999998,5.045778154796493,9
0.204,5.096794839394749,9
0.207,5.152883426039884,9
0.21,5.169080318455843,7
0.213,5.221943907284245,7
0.216,5.235752747491526,7
0.219,5.1756831365346505,7
0.222,5.213991801190452,7
0.22499999999999998,5.2711830943394515,7
0.22799999999999998,5.257277028223474,7
0.23099999999999998,5.253270229877913,7
0.23399999999999999,5.268724774033092,7
0.237,5.289507269447572,7
0.23999999999999996,5.319722754382073,7
0.24299999999999997,5.350146811451987,7
0.24599999999999997,5.40456972120458,7
0.24899999999999997,5.38936326534241,7
0.252,5.431553048586521,7
0.255,5.449772982179221,7
0.258,5.493478120298985,7
0.261,5.505281892879021,7
0.264,5.547115122858571,7
0.267,5.595329325151886,7
0.27,5.577120950364035,7
0.273,5.567991949857283,7
0.276,5.526230930034061,7
0.27899999999999997,5.493116874113947,7
0.282,5.473824013399836,7
0.285,5.4753854187067255,7
0.288,5.447652955075076,7
0.291,5.423445048336998,7
0.294,5.3946440541190945,7
0.297,5.378776048977358,7
0.3,5.296114449464304,5
0.303,5.307777959522343,5
0.306,5.297788870000293,5
0.309,5.267966566660714,5
0.312,5.228972650420841,5
0.315,5.220708394776174,5
0.318,5.1895515368390575,5
0.321,5.14762075597861,5
0.324,5.158690209236946,5
0.327,5.187363857283981,5
0.33,5.205124509222938,5
0.333,5.236554008423116,5
0.336,5.266578089097215,5
0.339,5.2940914513126724,5
0.342,5.316497408732656,5
0.34500000000000003,5.329590247050912,5
0.34800000000000003,5.348219255215186,5
0.35100000000000003,5.37399265689288,5
0.35400000000000004,5.40672195081074,5
0.35700000000000004,5.401865857563895,5
0.36000000000000004,5.380930550940133,5
0.37200000000000005,5.36651153292871,5
0.38400000000000006,5.384629253651027,5
0.3960000000000001,5.427583797585551,5
0.40800000000000003,5.59234766570634,5
0.42000000000000004,5.7134256939948616,5
0.43200000000000005,5.698328210723918,5
0.44400000000000006,5.754195986781259,5
0.45600000000000007,5.851542588639627,5
0.46799999999999997,5.912256828507146,5
0.48,5.94517715975026,5
0.492,6.037744439227336,5
0.504,6.237406121091538,5
0.516,6.379661331768159,5
0.528,6.485324396070064,5
0.54,6.430305126212818,5
0.552,6.4446364355567445,5
0.5640000000000001,6.59237700575918,5
0.5760000000000001,6.678242132184537,5
0.588,6.768855502362531,5
0.6,6.810854552852893,5
0.612,6.896379148083693,5
0.624,6.928212371033444,5
0.636,6.900081314167927,5
0.648,7.002215777141329,5
0.66,6.96579282638007,5
0.672,7.021469131154798,5
0.684,6.985827464722651,5
0.6960000000000001,6.847617563679138,5
0.7080000000000001,6.63753251849029,5
0.7200000000000001,6.7244275808870935,5
0.732,6.869528038977405,5
0.744,6.944698821980088,5
0.756,6.944378597060836,5
0.768,7.0453905685416895,5
0.78,7.043790164243346,5
0.7919999999999999,7.066774344757505,5
0.8039999999999999,7.024274792465574,5
0.816,6.907783874818233,5
0.828,6.866282127930523,5
0.84,6.871778260122228,5
0.852,6.982555216751081,5
0.864,7.103308788372639,5
0.876,7.107809697828794,5
0.888,7.19079606201374,5
0.8999999999999999,7.315457810482333,5
