# Single Parameter Sweep Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.882
# max_sidebands: 5
# timestamp: 2025-10-23 21:28:31
# disorder_type: from_file
# disorder_region: all_leads
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: SPECTRA
# sweep_parameter: v_tau
# sweep_values: [0.882]
# outer_parallel: 4
v_tau,Magnetic Field,Energy (meV),DOS
0.882,0.0,-0.75,0.017179305224807807
0.882,0.0,-0.7485,0.02128947367024309
0.882,0.0,-0.747,0.02671866153253812
0.882,0.0,-0.7455,0.032735279211222906
0.882,0.0,-0.744,0.0369347470418914
0.882,0.0,-0.7425,0.036850897124376045
0.882,0.0,-0.741,0.03324536513651
0.882,0.0,-0.7395,0.028826354350100905
0.882,0.0,-0.738,0.02520437724581913
0.882,0.0,-0.7365,0.022695642065054034
0.882,0.0,-0.735,0.021128333524978973
0.882,0.0,-0.7335,0.02026625095304526
0.882,0.0,-0.732,0.01992232247729593
0.882,0.0,-0.7305,0.01996681641588392
0.882,0.0,-0.729,0.020313280802857617
0.882,0.0,-0.7275,0.020904595085406565
0.882,0.0,-0.726,0.021703054074726166
0.882,0.0,-0.7245,0.02268411784564295
0.882,0.0,-0.723,0.023833061421245236
0.882,0.0,-0.7215,0.02514389695879368
0.882,0.0,-0.72,0.026620699666744265
0.882,0.0,-0.7185,0.02828184753443024
0.882,0.0,-0.717,0.030168663784756404
0.882,0.0,-0.7155,0.032361651738454345
0.882,0.0,-0.714,0.035011115252564826
0.882,0.0,-0.7125,0.038397707063576446
0.882,0.0,-0.711,0.04306126465999582
0.882,0.0,-0.7095,0.05010042889395357
0.882,0.0,-0.708,0.06194363607420491
0.882,0.0,-0.7065,0.08452877175875156
0.882,0.0,-0.705,0.13329782854507713
0.882,0.0,-0.7035,0.23341037517267765
0.882,0.0,-0.702,0.28008541092931827
0.882,0.0,-0.7005,0.170224498416355
0.882,0.0,-0.699,0.09734548585776596
0.882,0.0,-0.6975,0.06529902768883894
0.882,0.0,-0.696,0.04993738290900672
0.882,0.0,-0.6945,0.0415798926811414
0.882,0.0,-0.693,0.036521860577491495
0.882,0.0,-0.6915,0.03319150146664399
0.882,0.0,-0.69,0.030849022372685855
0.882,0.0,-0.6885,0.029114620732994156
0.882,0.0,-0.687,0.027778845476254692
0.882,0.0,-0.6855,0.02671905842920519
0.882,0.0,-0.6839999999999999,0.025859589777816418
0.882,0.0,-0.6825,0.025151486926034857
0.882,0.0,-0.681,0.024561627630527053
0.882,0.0,-0.6795,0.02406659470949006
0.882,0.0,-0.6779999999999999,0.0236490651871353
0.882,0.0,-0.6765,0.023295664840477168
0.882,0.0,-0.675,0.02299558430949429
0.882,0.0,-0.6735,0.02273971237907143
