# Calculation Metadata
# N_SC: 150
# N_junction: 2
# delta: 0.3
# alpha: 4.0
# v_tau: 0.822
# B: 2.0
# Vdis: 2.0
# max_sidebands: 15
# timestamp: 2025-12-31 02:42:21
# common_timestamp: 20251231_013710
# disorder_type: from_file
# disorder_file: disorder_data_test_Nd=50_ld=10_v0=2Delta.csv
# adaptive_method: advanced
# adaptive_tol: 0.01
# adaptive_max_N: 100
# calculation: DC_IV
# duration: 3910.68124294281
# Vbias_points: 300
Bias Voltage (meV),Current (nA),SidebandN
0.003,0.31026172352113046,70
0.011,0.828258531545657,42
0.019,0.6912722348279419,40
0.027,0.6498268025139721,40
0.029999999999999995,0.7649046237738321,40
0.033,0.5880907395086421,22
0.036,0.6689541424337697,22
0.039,0.8810025156838475,22
0.042,0.8520214284103232,22
0.045,1.1277628682837832,22
0.048,1.1397108151048705,22
0.051,0.8852614005219317,22
0.054,1.1103166363541859,22
0.056999999999999995,1.2097062979551798,22
0.06,1.2038331046264268,12
0.063,1.3786839584635184,12
0.066,1.1215952155938165,12
0.069,1.075896665015871,12
0.072,1.3728191133710312,12
0.075,1.5456366704978084,12
0.078,1.575601620497836,12
0.081,1.6930036628508665,12
0.084,1.462059903318586,12
0.08700000000000001,1.2741570150489443,12
0.09,1.372174734346886,12
0.093,1.462826850021026,12
0.096,1.473566953326236,12
0.09899999999999999,1.4600208712516856,12
0.102,1.43473914258232,12
0.105,1.5417569663189639,12
0.108,1.5514599048016093,12
0.111,1.3765157432759205,12
0.11399999999999999,1.3253388294343007,12
0.11699999999999999,1.3364947524781476,12
0.12,1.4904361380863427,9
0.123,1.5081440177657386,9
0.126,1.4522043942124239,9
0.129,1.6270226322586177,9
0.132,1.791459223596128,9
0.13499999999999998,1.7997831912262794,9
0.13799999999999998,1.7141197140468265,9
0.141,1.6242694133916622,9
0.144,1.6675075374945523,9
0.147,1.5880096175896772,9
0.15,1.66290723918563,9
0.153,1.7772294183702195,9
0.156,1.9770222651348677,9
0.159,2.0010659056365854,9
0.162,2.0461245373374526,9
0.165,2.2036551974966034,9
0.168,2.36229785484369,9
0.17099999999999999,2.319922432372446,9
0.174,2.146430333188996,9
0.177,2.3442565467001066,9
0.18,2.4031973476863633,9
0.183,2.373758620367593,9
0.186,2.2782744344935977,9
0.189,2.293633684998142,9
0.192,2.1774031350127583,9
0.195,2.021914436286329,9
0.198,1.979405828455065,9
